,A,B
1/23/2007,0.856875628,0.8471
1/24/2007,0.854226905,0.8482
1/25/2007,0.850090737,0.8452
1/26/2007,0.85104366,0.8476
1/29/2007,0.846473383,0.8452
1/30/2007,0.852145044,0.8481
1/31/2007,0.855690225,0.8497
2/1/2007,0.849178613,0.8485
2/2/2007,0.851462333,0.8444
2/5/2007,0.849734258,0.8456
2/6/2007,0.849673231,0.8461
2/7/2007,0.850605225,0.8442
2/8/2007,0.85132771,0.8455
2/9/2007,0.855156139,0.8528
2/12/2007,0.849395623,0.8507
2/13/2007,0.852880465,0.8571
2/14/2007,0.85231228,0.8576
2/15/2007,0.853052999,0.86
2/16/2007,0.85638123,0.8597
2/19/2007,0.856786846,0.8589
2/20/2007,0.854209739,0.8547
2/21/2007,0.858216196,0.8622
2/22/2007,0.862062354,0.8605
2/23/2007,0.864945368,0.8623
2/26/2007,0.863635856,0.8616
2/27/2007,0.860598665,0.8568
2/28/2007,0.86253631,0.8547
3/1/2007,0.86198448,0.8529
3/2/2007,0.856588396,0.8494
3/5/2007,0.852839669,0.8467
3/6/2007,0.858324465,0.8497
3/7/2007,0.859632073,0.8483
3/8/2007,0.85925365,0.8473
3/9/2007,0.855169303,0.8529
3/12/2007,0.855490295,0.8534
3/13/2007,0.853232841,0.8509
3/14/2007,0.8525597,0.8502
3/15/2007,0.852363737,0.8494
3/16/2007,0.852629642,0.8504
3/19/2007,0.853338583,0.8495
3/20/2007,0.860924293,0.8608
3/21/2007,0.863151875,0.8653
3/22/2007,0.86053028,0.864
3/23/2007,0.855573625,0.8615
3/26/2007,0.855695152,0.8609
3/27/2007,0.858100108,0.864
3/28/2007,0.854935949,0.8627
3/29/2007,0.855850486,0.8628
3/30/2007,0.858748669,0.8666
4/2/2007,0.855364131,0.8648
4/3/2007,0.854391727,0.8631
4/4/2007,0.856072921,0.8625
4/5/2007,0.858634187,0.8688
4/6/2007,0.854036767,0.8686
4/9/2007,0.853137315,0.8673
4/10/2007,0.861309252,0.8715
4/11/2007,0.859778535,0.8776
4/12/2007,0.860268996,0.8813
4/13/2007,0.860395378,0.8789
4/16/2007,0.859847662,0.8837
4/17/2007,0.864018178,0.8843
4/18/2007,0.864793126,0.8867
4/19/2007,0.868995294,0.8852
4/20/2007,0.873900387,0.8898
4/23/2007,0.875304138,0.8912
4/24/2007,0.873625931,0.8915
4/25/2007,0.872612313,0.8969
4/26/2007,0.871493832,0.8915
4/27/2007,0.878884456,0.8957
4/30/2007,0.883759769,0.9011
5/1/2007,0.884420531,0.9001
5/2/2007,0.881964694,0.9015
5/3/2007,0.882772858,0.9028
5/4/2007,0.883167683,0.9027
5/7/2007,0.877600329,0.9075
5/8/2007,0.875109531,0.9051
5/9/2007,0.87182066,0.9051
5/10/2007,0.876495542,0.8998
5/11/2007,0.871792087,0.9004
5/14/2007,0.872041419,0.9042
5/15/2007,0.87403022,0.9102
5/16/2007,0.873604529,0.9053
5/17/2007,0.881223059,0.9091
5/18/2007,0.885698199,0.9185
5/21/2007,0.891180654,0.9219
5/22/2007,0.886168265,0.9204
5/23/2007,0.88831117,0.924
5/24/2007,0.891422029,0.9227
5/25/2007,0.892216984,0.9256
5/28/2007,0.895273309,0.9259
5/29/2007,0.912078678,0.9314
5/30/2007,0.914097427,0.9309
5/31/2007,0.91497237,0.9355
6/1/2007,0.911561654,0.9427
6/4/2007,0.91072288,0.9445
6/5/2007,0.908350047,0.9404
6/6/2007,0.919654244,0.9447
6/7/2007,0.912196489,0.9391
6/8/2007,0.923206119,0.9427
6/11/2007,0.926156307,0.9435
6/12/2007,0.912791725,0.9365
6/13/2007,0.919778447,0.9379
6/14/2007,0.919830352,0.9361
6/15/2007,0.920963403,0.9365
6/18/2007,0.933124944,0.9337
6/19/2007,0.941429623,0.9413
6/20/2007,0.935972204,0.9378
6/21/2007,0.929989418,0.9304
6/22/2007,0.932707458,0.937
6/25/2007,0.935466065,0.9344
6/26/2007,0.929111717,0.9351
6/27/2007,0.934988835,0.9341
6/28/2007,0.928695724,0.9439
6/29/2007,0.920692488,0.9387
7/2/2007,0.929033907,0.947
7/3/2007,0.922522883,0.9422
7/4/2007,0.930323947,0.9455
7/5/2007,0.921143257,0.9467
7/6/2007,0.933889658,0.9528
7/9/2007,0.934567045,0.9524
7/10/2007,0.929579845,0.9487
7/11/2007,0.925805279,0.9484
7/12/2007,0.927574014,0.9562
7/13/2007,0.931625132,0.9544
7/16/2007,0.938996138,0.958
7/17/2007,0.942351896,0.958
7/18/2007,0.936972199,0.9581
7/19/2007,0.946375317,0.9584
7/20/2007,0.946568849,0.9535
7/23/2007,0.948078004,0.9552
7/24/2007,0.973552909,0.9655
7/25/2007,0.976163412,0.9599
7/26/2007,0.985542447,0.9491
7/27/2007,0.970113982,0.9397
7/30/2007,0.969891985,0.937
7/31/2007,0.96870832,0.9376
8/1/2007,0.953624012,0.9468
8/2/2007,0.971531142,0.9503
8/3/2007,0.980107877,0.9461
8/6/2007,0.9677928,0.95
8/7/2007,0.966798236,0.9478
8/8/2007,0.952670984,0.9535
8/9/2007,0.950883842,0.9452
8/10/2007,0.930011278,0.9494
8/13/2007,0.930250867,0.9488
8/14/2007,0.912030868,0.9369
8/15/2007,0.915208948,0.927
8/16/2007,0.916709259,0.9292
8/17/2007,0.910812652,0.9432
8/20/2007,0.935274766,0.9477
8/21/2007,0.934156998,0.9415
8/22/2007,0.937463414,0.9415
8/23/2007,0.935121771,0.9495
8/24/2007,0.948915476,0.9505
8/27/2007,0.946654529,0.9483
8/28/2007,0.943419422,0.9397
8/29/2007,0.952117247,0.9432
8/30/2007,0.962234501,0.9446
8/31/2007,0.98493439,0.9473
9/3/2007,0.981636759,0.9498
9/4/2007,0.985480125,0.9529
9/5/2007,0.971905325,0.9489
9/6/2007,0.963828797,0.9505
9/7/2007,0.969083413,0.9478
9/10/2007,0.972330757,0.9505
9/11/2007,0.978014484,0.9592
9/12/2007,0.980012979,0.9645
9/13/2007,0.970445325,0.967
9/14/2007,0.970073181,0.9709
9/17/2007,0.963564078,0.9732
9/18/2007,0.99762547,0.9873
9/19/2007,1.005793521,0.9851
9/20/2007,0.999678311,0.9976
9/21/2007,0.997655477,0.9992
9/24/2007,0.984238631,0.9978
9/25/2007,0.991318799,0.9962
9/26/2007,1.002282715,0.9962
9/27/2007,1.01065261,0.9984
9/28/2007,0.982950283,1.0078
10/1/2007,0.97878949,1.0083
10/2/2007,0.986417797,1.0025
10/3/2007,0.9853464,1.0017
10/4/2007,0.994828623,1.0031
10/5/2007,1.012655349,1.0197
10/8/2007,1.005918333,1.0134
10/9/2007,1.021054032,1.0189
10/10/2007,1.014583669,1.0186
10/11/2007,1.004215976,1.0238
10/12/2007,0.996599616,1.0289
10/15/2007,0.994602636,1.0239
10/16/2007,0.999395714,1.0214
10/17/2007,1.026104778,1.0261
10/18/2007,1.03142558,1.027
10/19/2007,1.019791316,1.0343
10/22/2007,1.014096258,1.0216
10/23/2007,1.024928741,1.0347
10/24/2007,1.029694043,1.0323
10/25/2007,1.030374791,1.0343
10/26/2007,1.032576658,1.0394
10/29/2007,1.024910162,1.0482
10/30/2007,1.01336836,1.0482
10/31/2007,1.015817559,1.0603
11/1/2007,1.014463682,1.0515
11/2/2007,1.039147238,1.0698
11/5/2007,1.031743498,1.0714
11/6/2007,1.044720453,1.0865
11/7/2007,1.036168087,1.0745
11/8/2007,1.042484819,1.0698
11/9/2007,1.036200791,1.0585
11/12/2007,1.025474713,1.032
11/13/2007,1.032696682,1.0428
11/14/2007,1.034385003,1.0338
11/15/2007,1.034414384,1.0148
11/16/2007,1.038279258,1.0282
11/19/2007,1.029880764,1.0165
11/20/2007,1.028743163,1.0212
11/21/2007,1.035491442,1.0134
11/22/2007,1.032324119,1.0145
11/23/2007,1.030161357,1.0119
11/26/2007,1.032129093,1.0099
11/27/2007,1.030967512,1.0036
11/28/2007,1.040616295,1.0148
11/29/2007,1.042354552,1.0017
11/30/2007,1.052844836,1.0016
12/3/2007,1.050858916,1.001
12/4/2007,1.031014803,0.9896
12/5/2007,1.034022707,0.9884
12/6/2007,1.034167585,0.9918
12/7/2007,1.037211443,0.9949
12/10/2007,1.036736126,0.9928
12/11/2007,1.043288838,0.9852
12/12/2007,1.039128123,0.9878
12/13/2007,1.036567951,0.9796
12/14/2007,1.030052554,0.9831
12/17/2007,1.025115781,0.9947
12/18/2007,1.01111866,0.9942
12/19/2007,1.014768132,0.9976
12/20/2007,1.012862963,0.9986
12/21/2007,1.017899739,1.0084
12/24/2007,1.019935293,1.0164
12/25/2007,1.019568498,1.015
12/26/2007,1.016044031,1.0188
12/27/2007,1.022959198,1.0202
12/28/2007,1.031528485,1.0186
12/31/2007,1.033335018,1.0017
1/1/2008,1.032973964,1.0075
1/2/2008,1.042719286,1.0063
1/3/2008,1.049267783,1.0105
1/4/2008,1.039422915,0.9971
1/7/2008,1.028223303,0.9953
1/8/2008,1.032793342,0.9936
1/9/2008,1.024097576,0.99
1/10/2008,1.023019422,0.9899
1/11/2008,1.017700236,0.9813
1/14/2008,1.021560025,0.9833
1/15/2008,0.997510666,0.9819
1/16/2008,0.985846635,0.9753
1/17/2008,0.982548948,0.9713
1/18/2008,0.979384965,0.9734
1/21/2008,0.939704008,0.9662
1/22/2008,0.999318419,0.9714
1/23/2008,0.980884341,0.9765
1/24/2008,0.999047977,0.9963
1/25/2008,1.007456774,0.9921
1/28/2008,1.007745786,0.9965
1/29/2008,1.01141491,1.0016
1/30/2008,1.015402092,1.0068
1/31/2008,1.019234156,0.9972
2/1/2008,1.015209511,1.0048
2/4/2008,1.024351907,1.0065
2/5/2008,1.009455623,0.9921
2/6/2008,1.006641794,0.994
2/7/2008,1.003329667,0.9913
2/8/2008,1.014827778,1.0006
2/11/2008,1.020718664,0.9984
2/12/2008,1.016719985,0.9983
2/13/2008,1.022126512,1.0029
2/14/2008,1.021765846,0.9999
2/15/2008,1.011977018,0.9931
2/18/2008,1.010646584,0.9924
2/19/2008,1.02542962,0.9831
2/20/2008,1.026795285,0.9873
2/21/2008,1.029977225,0.9889
2/22/2008,1.028674833,0.9873
2/25/2008,1.029146456,1.0038
2/26/2008,1.03000775,1.0189
2/27/2008,1.027543042,1.0201
2/28/2008,1.032905174,1.0254
2/29/2008,1.022964038,1.0123
3/3/2008,1.009162518,1.0101
3/4/2008,1.003585636,1.0065
3/5/2008,1.010538235,1.0159
3/6/2008,1.005677238,1.0146
3/7/2008,0.996723911,1.0093
3/10/2008,0.983183663,1.0037
3/11/2008,0.991243361,1.0081
3/12/2008,0.993532267,1.0106
3/13/2008,0.999391011,1.0158
3/14/2008,1.000565954,1.0109
3/17/2008,0.980442177,1.0021
3/18/2008,0.971211337,1.0079
3/19/2008,0.971445073,0.9865
3/20/2008,0.955848997,0.977
3/21/2008,0.956469823,0.9772
3/24/2008,0.975326366,0.9832
3/25/2008,0.994874306,0.9837
3/26/2008,1.00329049,0.9824
3/27/2008,0.995657202,0.9816
3/28/2008,0.985544807,0.9779
3/31/2008,0.997931654,0.9754
4/1/2008,0.992999367,0.9792
4/2/2008,1.001826019,0.984
4/3/2008,1.001165066,0.9954
4/4/2008,1.003890592,0.9915
4/7/2008,1.006220022,0.9861
4/8/2008,1.006810957,0.9868
4/9/2008,1.006135865,0.982
4/10/2008,1.012084003,0.9808
4/11/2008,1.004660081,0.977
4/14/2008,1.006138523,0.9812
4/15/2008,1.005918774,0.9821
4/16/2008,1.016025423,0.9991
4/17/2008,1.00707087,0.9896
4/18/2008,1.014050738,0.9958
4/21/2008,1.011728629,0.9947
4/22/2008,1.00326172,0.9919
4/23/2008,0.985343012,0.9833
4/24/2008,0.973981441,0.986
4/25/2008,0.982795368,0.9865
4/28/2008,0.98221338,0.9876
4/29/2008,0.968992654,0.9875
4/30/2008,0.977401343,0.9921
5/1/2008,0.968778873,0.9812
5/2/2008,0.979615536,0.9809
5/5/2008,0.985827977,0.9875
5/6/2008,0.997969208,0.9976
5/7/2008,1.006199962,0.9908
5/8/2008,1.017260936,0.9831
5/9/2008,1.00262753,0.9948
5/12/2008,0.998195659,0.9956
5/13/2008,0.993413314,0.9963
5/14/2008,0.992429344,0.9963
5/15/2008,0.998565836,1.0002
5/16/2008,1.011291375,1.0008
5/19/2008,1.017637016,1.0086
5/20/2008,1.02635831,1.0078
5/21/2008,1.019921935,1.0164
5/22/2008,1.023476926,1.0156
5/23/2008,1.026598857,1.0102
5/26/2008,1.028753752,1.009
5/27/2008,1.016689755,1.0062
5/28/2008,1.018851345,1.01
5/29/2008,1.007629044,1.0125
5/30/2008,1.00882049,1.0066
6/2/2008,1.021122252,0.9987
6/3/2008,1.018670463,0.9911
6/4/2008,1.016733733,0.9838
6/5/2008,1.0227851,0.9824
6/6/2008,1.039870691,0.9807
6/9/2008,1.019141321,0.9771
6/10/2008,1.026227217,0.9784
6/11/2008,1.023397215,0.9805
6/12/2008,1.005065234,0.9766
6/13/2008,1.006357128,0.9715
6/16/2008,1.006907899,0.9768
6/17/2008,1.015483835,0.9816
6/18/2008,1.013399855,0.9832
6/19/2008,1.003471689,0.9847
6/20/2008,0.990756895,0.9839
6/23/2008,0.992653784,0.9844
6/24/2008,0.979422657,0.9889
6/25/2008,0.978595038,0.9906
6/26/2008,0.974881679,0.9861
6/27/2008,0.976416286,0.9895
6/30/2008,0.989321915,0.9789
7/1/2008,0.982178706,0.9783
7/2/2008,0.977002874,0.9878
7/3/2008,0.981977744,0.9823
7/4/2008,0.973952912,0.9809
7/7/2008,0.973382824,0.9834
7/8/2008,0.969202691,0.9811
7/9/2008,0.972383556,0.9885
7/10/2008,0.971662414,0.9915
7/11/2008,0.961839,0.9908
7/14/2008,0.969134399,0.9937
7/15/2008,0.959143164,0.9983
7/16/2008,0.963376362,0.9981
7/17/2008,0.968633939,0.9942
7/18/2008,0.96441233,0.9943
7/21/2008,0.971830598,1.0002
7/22/2008,0.964225064,0.9916
7/23/2008,0.96695654,0.9897
7/24/2008,0.957499905,0.9854
7/25/2008,0.959374286,0.9806
7/28/2008,0.95801512,0.9778
7/29/2008,0.956386517,0.9769
7/30/2008,0.962692059,0.9772
7/31/2008,0.953798538,0.976
8/1/2008,0.947562612,0.9735
8/4/2008,0.943559104,0.9647
8/5/2008,0.943427591,0.9584
8/6/2008,0.94387788,0.9531
8/7/2008,0.9408649,0.9496
8/8/2008,0.9282378,0.9374
8/11/2008,0.932070101,0.9353
8/12/2008,0.933969726,0.9401
8/13/2008,0.939108317,0.9411
8/14/2008,0.938088207,0.9402
8/15/2008,0.934400964,0.9441
8/18/2008,0.935914923,0.9394
8/19/2008,0.940069148,0.9422
8/20/2008,0.943025808,0.9435
8/21/2008,0.949081828,0.9588
8/22/2008,0.946274793,0.9551
8/25/2008,0.945771367,0.9512
8/26/2008,0.944158117,0.9537
8/27/2008,0.945232228,0.956
8/28/2008,0.946073019,0.9514
8/29/2008,0.951022625,0.94
9/1/2008,0.951134678,0.9374
9/2/2008,0.94646468,0.937
9/3/2008,0.941964778,0.941
9/4/2008,0.941803193,0.9349
9/5/2008,0.934714639,0.9414
9/8/2008,0.937872784,0.9391
9/9/2008,0.934399407,0.9334
9/10/2008,0.933708482,0.9334
9/11/2008,0.931170573,0.93
9/12/2008,0.936663921,0.9434
9/15/2008,0.924999966,0.9338
9/16/2008,0.9065666,0.9361
9/17/2008,0.914426704,0.9318
9/18/2008,0.918458616,0.9429
9/19/2008,0.953172054,0.9551
9/22/2008,0.959116152,0.9654
9/23/2008,0.95712384,0.9629
9/24/2008,0.952743789,0.9628
9/25/2008,0.946998342,0.9664
9/26/2008,0.938979398,0.9675
9/29/2008,0.951503404,0.9564
9/30/2008,0.934138219,0.9395
10/1/2008,0.934219653,0.941
10/2/2008,0.933280523,0.9268
10/3/2008,0.926435837,0.9235
10/6/2008,0.907991902,0.9096
10/7/2008,0.905592505,0.9044
10/8/2008,0.901475411,0.8864
10/9/2008,0.897730242,0.8695
10/10/2008,0.856966057,0.8524
10/13/2008,0.825787752,0.8715
10/14/2008,0.878681075,0.8603
10/15/2008,0.88770678,0.8393
10/16/2008,0.860626667,0.8487
10/17/2008,0.866105919,0.8457
10/20/2008,0.82822921,0.8397
10/21/2008,0.809515307,0.8237
10/22/2008,0.794145323,0.7975
10/23/2008,0.776299725,0.8018
10/24/2008,0.778394961,0.7827
10/27/2008,0.777399108,0.7721
10/28/2008,0.78524993,0.7855
10/29/2008,0.809273072,0.8174
10/30/2008,0.820789661,0.8332
10/31/2008,0.827446215,0.8249
11/3/2008,0.831385637,0.8465
11/4/2008,0.848603163,0.8694
11/5/2008,0.843388686,0.855
11/6/2008,0.840995771,0.8348
11/7/2008,0.835634763,0.8408
11/10/2008,0.84651971,0.8373
11/11/2008,0.843313345,0.8279
11/12/2008,0.826190579,0.8073
11/13/2008,0.823048398,0.8251
11/14/2008,0.821417314,0.8083
11/17/2008,0.819718019,0.8159
11/18/2008,0.817310256,0.8122
11/19/2008,0.812373335,0.797
11/20/2008,0.794372944,0.7715
11/21/2008,0.791741606,0.7894
11/24/2008,0.799658853,0.8117
11/25/2008,0.802160634,0.8164
11/26/2008,0.805935088,0.8113
11/27/2008,0.806220847,0.812
11/28/2008,0.811466428,0.8065
12/1/2008,0.796922303,0.8011
12/2/2008,0.794042072,0.8024
12/3/2008,0.79477594,0.7986
12/4/2008,0.790090802,0.7839
12/5/2008,0.785678154,0.7868
12/8/2008,0.793489073,0.7998
12/9/2008,0.794973585,0.792
12/10/2008,0.798499202,0.7955
12/11/2008,0.800769579,0.8086
12/12/2008,0.796784154,0.8013
12/15/2008,0.795666332,0.8106
12/16/2008,0.796669389,0.8323
12/17/2008,0.800173464,0.8393
12/18/2008,0.802340139,0.8301
12/19/2008,0.805469468,0.8202
12/22/2008,0.80281457,0.8186
12/23/2008,0.800862832,0.8202
12/24/2008,0.80335476,0.8239
12/25/2008,0.804930321,0.8229
12/26/2008,0.808387363,0.8195
12/29/2008,0.808434546,0.8193
12/30/2008,0.813163797,0.8219
12/31/2008,0.815654572,0.8202
1/1/2009,0.815795619,0.8196
1/2/2009,0.820544344,0.8264
1/5/2009,0.826135372,0.8411
1/6/2009,0.830735956,0.8445
1/7/2009,0.822101616,0.8375
1/8/2009,0.819313786,0.8476
1/9/2009,0.821232528,0.8432
1/12/2009,0.812473735,0.8207
1/13/2009,0.814110304,0.8168
1/14/2009,0.803251414,0.8006
1/15/2009,0.799790611,0.7983
1/16/2009,0.806662588,0.804
1/19/2009,0.807893461,0.7976
1/20/2009,0.796541306,0.7893
1/21/2009,0.807950465,0.7967
1/22/2009,0.811903064,0.7972
1/23/2009,0.809940363,0.8125
1/26/2009,0.815557726,0.8179
1/27/2009,0.81750057,0.8126
1/28/2009,0.822109569,0.8258
1/29/2009,0.818493957,0.8152
1/30/2009,0.816778583,0.814
2/2/2009,0.812361945,0.8033
2/3/2009,0.813589889,0.8134
2/4/2009,0.812545736,0.8115
2/5/2009,0.809659244,0.8115
2/6/2009,0.807122476,0.8202
2/9/2009,0.808259929,0.8214
2/10/2009,0.805190562,0.8041
2/11/2009,0.804541577,0.8076
2/12/2009,0.804991725,0.804
2/13/2009,0.803339162,0.8097
2/16/2009,0.803580377,0.8048
2/17/2009,0.793814425,0.7902
2/18/2009,0.795009215,0.7931
2/19/2009,0.799368769,0.7949
2/20/2009,0.795455403,0.7988
2/23/2009,0.790149105,0.7998
2/24/2009,0.797190587,0.8049
2/25/2009,0.799292441,0.7954
2/26/2009,0.798850504,0.7977
2/27/2009,0.795828233,0.784
3/2/2009,0.784487568,0.7731
3/3/2009,0.782293496,0.7734
3/4/2009,0.786150066,0.7855
3/5/2009,0.779266304,0.7745
3/6/2009,0.775683936,0.777
3/9/2009,0.774477063,0.7685
3/10/2009,0.780797723,0.7819
3/11/2009,0.781784614,0.7782
3/12/2009,0.787100619,0.7827
3/13/2009,0.786333627,0.7866
3/16/2009,0.786492852,0.7863
3/17/2009,0.789961325,0.7873
3/18/2009,0.793124239,0.8022
3/19/2009,0.794585902,0.8067
3/20/2009,0.792249983,0.8059
3/23/2009,0.797584046,0.8188
3/24/2009,0.799885231,0.8116
3/25/2009,0.80349836,0.8118
3/26/2009,0.806962148,0.8126
3/27/2009,0.804300784,0.8056
3/30/2009,0.79651769,0.7921
3/31/2009,0.799442785,0.7935
4/1/2009,0.800692249,0.7936
4/2/2009,0.804528424,0.8081
4/3/2009,0.808277014,0.8132
4/6/2009,0.807829019,0.8077
4/7/2009,0.807275556,0.8084
4/8/2009,0.808012309,0.8089
4/9/2009,0.813688929,0.8173
4/10/2009,0.813475026,0.816
4/13/2009,0.815564995,0.8198
4/14/2009,0.815499155,0.823
4/15/2009,0.818811816,0.8311
4/16/2009,0.818800296,0.8284
4/17/2009,0.821679378,0.8243
4/20/2009,0.811338762,0.8071
4/21/2009,0.809182276,0.8093
4/22/2009,0.807437046,0.8067
4/23/2009,0.808906648,0.8178
4/24/2009,0.810692152,0.8267
4/27/2009,0.809100595,0.8194
4/28/2009,0.808935478,0.82
4/29/2009,0.814016297,0.8317
4/30/2009,0.818142205,0.8387
5/1/2009,0.822377951,0.8438
5/4/2009,0.825940546,0.8531
5/5/2009,0.828775335,0.8511
5/6/2009,0.834948417,0.8579
5/7/2009,0.837869021,0.8548
5/8/2009,0.846538158,0.87
5/11/2009,0.84533765,0.8576
5/12/2009,0.84710261,0.8602
5/13/2009,0.843424345,0.8517
5/14/2009,0.846424517,0.8554
5/15/2009,0.841995831,0.8484
5/18/2009,0.845520004,0.8597
5/19/2009,0.849965083,0.8653
5/20/2009,0.852893371,0.8759
5/21/2009,0.852690647,0.8794
5/22/2009,0.852897129,0.8934
5/25/2009,0.853736065,0.8897
5/26/2009,0.858827995,0.8959
5/27/2009,0.862371504,0.8896
5/28/2009,0.864125128,0.8982
5/29/2009,0.867128065,0.9171
6/1/2009,0.87487611,0.9145
6/2/2009,0.873669728,0.925
6/3/2009,0.86927728,0.9011
6/4/2009,0.872397057,0.9116
6/5/2009,0.867866814,0.8937
6/8/2009,0.870428046,0.8964
6/9/2009,0.874252364,0.9056
6/10/2009,0.877131416,0.9021
6/11/2009,0.878124209,0.9072
6/12/2009,0.880421809,0.8927
6/15/2009,0.877021331,0.8824
6/16/2009,0.874779099,0.8807
6/17/2009,0.868838963,0.8837
6/18/2009,0.871205733,0.8833
6/19/2009,0.872824516,0.8806
6/22/2009,0.866582215,0.8659
6/23/2009,0.866525648,0.8699
6/24/2009,0.867632084,0.8639
6/25/2009,0.87056821,0.8663
6/26/2009,0.873042788,0.8684
6/29/2009,0.875807267,0.8649
6/30/2009,0.879970918,0.8604
7/1/2009,0.883993592,0.87
7/2/2009,0.881427229,0.8598
7/3/2009,0.882462973,0.8616
7/6/2009,0.882070174,0.8627
7/7/2009,0.878885207,0.8573
7/8/2009,0.875898528,0.8565
7/9/2009,0.880269593,0.8603
7/10/2009,0.879103577,0.8599
7/13/2009,0.883479506,0.8693
7/14/2009,0.887576463,0.8828
7/15/2009,0.89106303,0.8989
7/16/2009,0.891404116,0.8952
7/17/2009,0.893808923,0.8981
7/20/2009,0.895169996,0.9041
7/21/2009,0.895324996,0.9061
7/22/2009,0.896734891,0.9095
7/23/2009,0.905773681,0.9186
7/24/2009,0.907003523,0.9204
7/27/2009,0.908825563,0.925
7/28/2009,0.903838436,0.9247
7/29/2009,0.897747117,0.9179
7/30/2009,0.906457076,0.9231
7/31/2009,0.906801296,0.9279
8/3/2009,0.906868269,0.9382
8/4/2009,0.913810863,0.9325
8/5/2009,0.917210467,0.9342
8/6/2009,0.913719303,0.928
8/7/2009,0.917000651,0.9247
8/10/2009,0.91356853,0.9183
8/11/2009,0.907981768,0.9076
8/12/2009,0.906891043,0.9181
8/13/2009,0.909776941,0.9198
8/14/2009,0.914493314,0.9105
8/17/2009,0.908312131,0.9021
8/18/2009,0.911008737,0.9082
8/19/2009,0.90983943,0.9131
8/20/2009,0.910600575,0.92
8/21/2009,0.914558545,0.925
8/24/2009,0.914679673,0.9292
8/25/2009,0.915622916,0.9201
8/26/2009,0.913587568,0.9113
8/27/2009,0.914651567,0.9195
8/28/2009,0.915288307,0.916
8/31/2009,0.914256768,0.9144
9/1/2009,0.910161442,0.9058
9/2/2009,0.908741808,0.905
9/3/2009,0.914460176,0.9076
9/4/2009,0.919577904,0.9183
9/7/2009,0.919847786,0.9277
9/8/2009,0.924194318,0.927
9/9/2009,0.924859751,0.9273
9/10/2009,0.925429182,0.9284
9/11/2009,0.925970504,0.9288
9/14/2009,0.929131611,0.9236
9/15/2009,0.934347842,0.9326
9/16/2009,0.938858466,0.9383
9/17/2009,0.938387745,0.9394
9/18/2009,0.935980846,0.9353
9/21/2009,0.933636438,0.9268
9/22/2009,0.938775723,0.9353
9/23/2009,0.935824458,0.9308
9/24/2009,0.929076494,0.9181
9/25/2009,0.923984568,0.9164
9/28/2009,0.925923434,0.9216
9/29/2009,0.925869309,0.9221
9/30/2009,0.931180147,0.9351
10/1/2009,0.92183044,0.9228
10/2/2009,0.919544895,0.9258
10/5/2009,0.926150152,0.9348
10/6/2009,0.933802623,0.944
10/7/2009,0.935420245,0.9424
10/8/2009,0.945679355,0.9507
10/9/2009,0.957993408,0.9593
10/12/2009,0.962018655,0.9663
10/13/2009,0.961577088,0.9691
10/14/2009,0.967377408,0.9765
10/15/2009,0.968312623,0.9673
10/16/2009,0.96516754,0.9646
10/19/2009,0.968394355,0.9724
10/20/2009,0.963606992,0.953
10/21/2009,0.964492745,0.9589
10/22/2009,0.965428644,0.9548
10/23/2009,0.960371428,0.949
10/26/2009,0.95309581,0.9354
10/27/2009,0.949372595,0.9393
10/28/2009,0.935416496,0.9251
10/29/2009,0.946854094,0.9377
10/30/2009,0.933583857,0.9222
11/2/2009,0.935528019,0.9287
11/3/2009,0.939224763,0.938
11/4/2009,0.943499676,0.9409
11/5/2009,0.946684408,0.9389
11/6/2009,0.946358263,0.9299
11/9/2009,0.952823032,0.9475
11/10/2009,0.95306883,0.9528
11/11/2009,0.9538896,0.957
11/12/2009,0.949546187,0.9471
11/13/2009,0.94988594,0.9509
11/16/2009,0.955732039,0.9547
11/17/2009,0.957158138,0.9515
11/18/2009,0.959198428,0.9481
11/19/2009,0.954478858,0.9402
11/20/2009,0.953819226,0.9341
11/23/2009,0.95604595,0.9473
11/24/2009,0.951308629,0.9452
11/25/2009,0.954562808,0.9567
11/26/2009,0.951039661,0.9444
11/27/2009,0.945314692,0.9418
11/30/2009,0.945971923,0.9467
12/1/2009,0.95309201,0.9558
12/2/2009,0.952432092,0.9514
12/3/2009,0.950243986,0.9457
12/4/2009,0.95098826,0.9452
12/7/2009,0.95091245,0.9512
12/8/2009,0.946333723,0.94
12/9/2009,0.944109591,0.9482
12/10/2009,0.946911945,0.9509
12/11/2009,0.948702499,0.943
12/14/2009,0.951718488,0.9445
12/15/2009,0.953145904,0.9424
12/16/2009,0.957819373,0.9423
12/17/2009,0.951701554,0.9336
12/18/2009,0.95230826,0.9376
12/21/2009,0.95498274,0.9414
12/22/2009,0.956425213,0.9457
12/23/2009,0.957620634,0.9535
12/24/2009,0.959804097,0.9526
12/25/2009,0.959679293,0.9524
12/28/2009,0.960514959,0.9589
12/29/2009,0.959331307,0.9585
12/30/2009,0.958847549,0.9476
12/31/2009,0.95685209,0.9506
1/1/2010,0.956318259,0.9499
1/4/2010,0.963035701,0.9601
1/5/2010,0.962298533,0.9625
1/6/2010,0.967755881,0.9687
1/7/2010,0.963725665,0.9665
1/8/2010,0.962755508,0.9682
1/11/2010,0.964461153,0.9676
1/12/2010,0.958833814,0.9626
1/13/2010,0.96073587,0.9699
1/14/2010,0.95930656,0.9771
1/15/2010,0.956074819,0.9717
1/18/2010,0.956974024,0.9746
